,ISBN:,Título:,Autor(es):,Ilustrador(es):,Tradutor(es),Editora:,Data de edição:,Palavras-chave:,Idade:,Nível de Leitura:,Tema:,Formato:,Língua:,Ano PNL
3,9789898892447,Origens,"Tyson, N,  e Goldsmith, D.",,"Guerra, P.",Desassossego,2019,Universo; Antimatéria; Galáxias,15-18 anos;Maiores de 18 anos;,Leitura fluente;,Ciência e Tecnologia;,Livro,Português,2020
4,9789897544088,A Origem de (Quase) Tudo,New Scientist;,Shutterstock,"Pereira, F.",Editorial Presença,2019,Universo; Matéria; Conhecimento,15-18 anos;Maiores de 18 anos;,Leitura fluente;,Ciência e Tecnologia;,Livro,Português,2020
5,9789896658472,"O Nosso Planeta
O único lugar onde todos nos sentimos em casa","Whyman, M.","Jones, R.","Neves, G.",Nuvem de Letras,2019,Planeta; Atmosfera; Ecossistema,9-11 anos;12-14 anos;15-18 anos;,Leitura fluente;Leitura mediana;,Ciência e Tecnologia;Vida Prática;,Livro,Português,2020
6,9789896796907,A Incrível Aventura da Genética,"Coutard, V.","Abbasian, P.","Florindo, C.",Edicare,2019,Genética; Hereditariedade; Genoma,9-11 anos;12-14 anos;6-8 anos;,Leitura mediana;Leitura inicial;,Ciência e Tecnologia;Vida Prática;,Livro,Português,2020
7,9789896797157,100% Animais em Tamanho Real,"Schiavo, R.","Grott, I.",n. d.,Edicare,2019,Animais; Gigantes; Mundo,9-11 anos;6-8 anos;,Leitura mediana;Leitura inicial;,Ciência e Tecnologia;,Livro,Português,2020
8,9789896796877,Matemática Incrível,"Young, T. e Hewett, K.","Young, T. e Hewett, K.","Almeida, R.",Edicare,2019,Matemática; Trigonometria; Binómio,9-11 anos;12-14 anos;,Leitura fluente;Leitura mediana;,Ciência e Tecnologia;Vida Prática;,Livro,Português,2020
9,9789896796884,Ciência Incrível,"Tatarsky, D.","Tatarsky, D.","Rodrigues, M.",Edicare,2019,Ciência; Água; Onda,9-11 anos;12-14 anos;,Leitura fluente;Leitura mediana;,Ciência e Tecnologia;Vida Prática;,Livro,Português,2020
10,9789896169442,A barata,"McEwan, I.",,"Figueira, M. C.",Gradiva,2019,Poder; sistema político; manipulação,Maiores de 18 anos;15-18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
11,978-989-766-233-1,Fora da zona de conforto,"Marques, P.",,(.),Coolbooks,2019,Enfermagem; Cuidados; Hospital,Maiores de 18 anos;15-18 anos;,Leitura fluente;,Cultura e Sociedade;,Livro,Português,2020
12,978-972-0-03226-3,Em todos os momentos estamos vivos,"Malmquist, T.",(.),"Reis, J.",Porto Editora,2019,Amor; Morte; Família,Maiores de 18 anos;15-18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
13,9789722537919,O Corpo: Um Guia para Ocupantes,"Bryson, B.",,"Vieira, E. T. S.",Bertrand Editora,2019,Corpo; Sistema; Doença,Maiores de 18 anos;15-18 anos;,Leitura fluente;Leitura mediana;,Ciência e Tecnologia;,Livro,Português,2020
14,9789722068215,Hotel Melancólico,"Gainza, M.",,"Cardoso, A. L.",D. Quixote,2019,Arte; Livro; Falsificação,Maiores de 18 anos;15-18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
15,9789722065610,A Memória da Árvore,"Vallès, T.",,"Guerra, A. ; Rodriguez, C.",D. Quixote,2018,Família; Memória; Árvore,Maiores de 18 anos;15-18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
16,978-989-711-057-3,A Promessa,"Gary, R.",,"Abelaira, A.",Livros do Brasil,2019,Mãe; Escritor; Guerra,Maiores de 18 anos;15-18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
17,9789898866653,A História das Abelhas,"Lunde, M.",,"Lima, J.",Editora Minotauro,2019,Família; Abelhas; Polinização,Maiores de 18 anos;15-18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
18,9789896579708,Tudo Isto te Darei,"Redondo, D.",,"Silva, A. M. P.",Editorial Planeta,2017,Família; Acidente; Escritor,Maiores de 18 anos;15-18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
19,9789897225413,O Apelo da Tribo,"Llosa, M. V.",,"Rodriguez, C. e Guerra, A.",Quetzal Editores,2019,Liberdade; Massas; História,Maiores de 18 anos;15-18 anos;,Leitura fluente;,Cultura e Sociedade;,Livro,Português,2020
20,978-989-665-837-3,O muro no meio do livro,"Agee, Jon","Agee, Jon","Gonçalves, Joana",Nuvem de Letras,2020,Proteção; Amizade; Perigo,9-11 anos;6-8 anos;,Leitura inicial;Pré-leitura;,Literatura;,Livro-álbum,Português,2020
21,978-972-0-03105-1,O Jornalista Desportivo,"Ford, R.",,"Chaves, A. M:",Porto Editora,2019,Sentimento; Divórcio; Família,Maiores de 18 anos;15-18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
22,9789896714925,Desconhecida Num Comboio,"Diski, J.",,"Simões, R. A.",Tinta da China,2019,Solidão; Viagem; Mãe,Maiores de 18 anos;,Leitura fluente;,Biografia;Cultura e Sociedade;,Livro,Português,2020
23,9789896652814,Notas de Um Velho Nojento,"Bukowski, C.",,"Ding, H. van der",Alfaguara,2019,Bebida; Dinheiro; Mulher,Maiores de 18 anos;,Leitura fluente;,Biografia;,Livro,Português,2020
24,9789896655631,Os Meninos da Camorra,"Saviano, R.",,"Neto, S.",Alfaguara,06-2018,"Sangue; Prisão; ""Paranza""",Maiores de 18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
25,9789722065634,"Sua Excelência, de Corpo Presente",Pepetela,,,D. Quixote,2018,Morte; Estratégia; Filha,Maiores de 18 anos;15-18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
26,9789898892300,A Ciência do Pecado,Lewis; J.,,"Lopes, A. M.",Desassossego,2019,Cérebro; Impulso; Instinto,15-18 anos;Maiores de 18 anos;,Leitura fluente;,Ciência e Tecnologia;,Livro,Português,2020
27,9789896714871,O Adversário,"Carrère, E.",,"Pires, A. C:",Tinta da China,2019,Mentira; Família; Morte,Maiores de 18 anos;,Leitura fluente;,Biografia;,Livro,Português,2020
28,9789898892386,Inferior,"Saini, A.",,"Trincheiras, C.",Desassossego,2019,Homem; Mulher; Preconceito,15-18 anos;Maiores de 18 anos;,Leitura fluente;,Cultura e Sociedade;,Livro,Português,2020
29,978-972-0-04727-4,Meia-Noite ou o Princípio do Mundo,"Zimler, R.",,"Costa, M.D.G.",Porto Editora,2018,Judaísmo; Família; Amor,Maiores de 18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
30,9788417222536,"Mapas
Uma viagem deslumbrante pelas terras, mares e culturas do mundo",". Mizielinska, A. e Mizielinska, D.",n. d.,"Schlesinger, G.",HarperKids,2019,Mapas; Mapa-Mundi; Bandeiras,9-11 anos;6-8 anos;,Leitura mediana;,Cultura e Sociedade;Ciência e Tecnologia;Vida Prática;,Livro-álbum,Português,2020
31,9789896268787,História Curiosa da Medicina,"Gargantilla, P.",n. a.,"Monchique, E.",A Esfera dos Livros,2019,"História, Medicina;  Cirurgia",15-18 anos;Maiores de 18 anos;,Leitura fluente;,Cultura e Sociedade;Ciência e Tecnologia;Vida Prática;,Livro,Português,2020
32,9789722727723,"Eu Sou Lobo
O rei da floresta Portuguesa","Rodrigues, R.","Semeano, P. Diniz, S.",n. a.,Imprensa Nacional-Casa da Moeda,2019,Lobo; Floresta; Portuguesa,9-11 anos;6-8 anos;,Leitura mediana;Leitura inicial;,Cultura e Sociedade;Ciência e Tecnologia;,Livro,Português,2020
33,9789897771002,Primeiro Livro dos Animais da Quinta,"Piroddi, C.","Baruzzi, A.",n. d.,Editorial Planeta,2019,Animais; Pegadas; Esconderijos,0-2 anos;3-5 anos;,Pré-leitura;,Ciência e Tecnologia;Vida Prática;,Livro,Português,2020
34,978-972-0-03177-8,Amantes de Buenos Aires,"Santos, A. S.",,,Porto Editora,2019,Amor; Filha; Casamento,Maiores de 18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
35,9789897226168,O Beco da Liberdade,"Lúcio, A. L.",,,Quetzal Editores,2019,Justiça; Bem; Mal,Maiores de 18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
36,9789896658151,Os Informadores,Vásquez; J. G.,,"Gonçalves, H.",Alfaguara,2020,Família; memória; Traição,15-18 anos;Maiores de 18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
37,9789896232573,A Lã e a Neve,"Castro, F. de",,,Cavalo de Ferro,2018,Esperança; Luta; Tecelão,15-18 anos;Maiores de 18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
38,9789896232696,Casa de Campo,"Donoso, J.",,"Rodrigues, S.C. ; Viseu, V. T.",Cavalo de Ferro,2019,Transgressão; Comunidade; Liberdade,Maiores de 18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
39,9789896232733,Zama,"Benedetto, A. Di",,"Pettermann, I.",Cavalo de Ferro,2019,Lei; Desejo; Poder,Maiores de 18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
40,9789722067782,O Livro Branco,"Kang, H.",,"Figueira, M. do C.",D. Quixote,2019,Memória; Vida; Branco,15-18 anos;Maiores de 18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
41,9789897801228,Pratas Conquistador,"Morais, P. M.",,,Casa das Letras,2019,Fotografia; Filme; Família,15-18 anos;Maiores de 18 anos;,Leitura fluente;,Biografia;Literatura;,Livro,Português,2020
42,9789898688842,Oitocentos Anos de Literatura,"Macedo, H.",,,Abysmo,2019,Língua; Poesia; Escritor,15-18 anos;Maiores de 18 anos;,Leitura fluente;,Ensaio;,Livro,Português,2020
43,9789898688873,Cada Um com o Seu Contrário Num Só Sujeito,"Macedo, H.",,,Abysmo,2019,Camões; Os Lusíadas; Deuses,15-18 anos;Maiores de 18 anos;,Leitura fluente;,Ensaio;,Livro,Português,2020
44,9789897772191,As Longas Noites de Caxias,"Silva, A. C.",,,Editorial Planeta,2019,Tortura; PIDE; Interrogatório,15-18 anos;Maiores de 18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
45,9789722064491,Uma Pequena Sorte,"Piñeiro, C.",(.),"Rodriguez, C. e Guerra, A.",D. Quixote,05-2018,"Uma mulher regressa à Argentina vinte anos depois de a ter deixado para fugir de uma tragédia. Mas aquela que regressa é outra: já não tem a mesma aparência e a sua voz é diferente. Nem tem sequer o mesmo nome. Será que aqueles que a conheceram em tempos a vão reconhecer? Será que ele a vai reconhecer?

Mary Lohan, Marilé Lauría ou María Elena Pujol - a mulher que ela é, a mulher que foi e a mulher que terá sido -, volta aos arredores de Buenos Aires, ao subúrbio onde formou uma família e viveu, e onde irá enfrentar os atores do drama que a fez fugir. Ainda não compreende porque aceitou regressar ao passado que se havia proposto esquecer para sempre. Mas à medida que o vai compreendendo, entre encontros esperados e revelações inesperadas, perceberá também que às vezes a vida não é nem destino nem acaso: talvez o seu regresso mais não seja do que um pequeno golpe de sorte… uma pequena sorte.",15-18 anos;Maiores de 18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
46,9789722064347,A Filha,"Dato, A. G.",,"Barreiras, J. C:",D. Quixote,2018,Família; Beleza; DEmónio,15-18 anos;Maiores de 18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
47,Patrick White,Voss,"White, P:",,"Reis, J.",E-Primatur,2016,Expedição; Tragédia; Aventura,15-18 anos;Maiores de 18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
48,9789896419554,O Portal dos Obeliscos,"Jemisin, N. K.",,"Rodrigues, A.",Relógio D'Água,2019,"Sobrevivência, Família; Comunidade",15-18 anos;Maiores de 18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
49,9789896714901,O Pássaro da Perfeição,"Sant'Anna, S.",,,Tinta da China,2019,Música; Conto; Pintura,15-18 anos;Maiores de 18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
50,9789898866707,Killing Eve,"Jennings, L.",,"Caxeirinho, P. e Lufada de letras",Editora Minotauro,2019,Assassina; Espionagem; Perseguição,Maiores de 18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
51,9789897771842,Que Ninguém Durma,"Millás, J. J.",,"Pires, J. P.",Editorial Planeta,2019,Táxi; Amor; Ópera,15-18 anos;Maiores de 18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
52,9789897225932,O Amigo do Deserto,"d’Ors, P.",,"Rodriguez, C. e Guerra, A.",Quetzal Editores,2019,Feitiço; Amor; Dunas,15-18 anos;Maiores de 18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
53,9789896169312,Um Passo para Sul,"Fernandes, J. C.",,,Gradiva,2019,Ilha; Amor; Violência,Maiores de 18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
54,9789722066631,Uma Questão de Conveniência,"Murata, S.",,"Kohl, R.",D. Quixote,2019,Família; Loja; Casamento,15-18 anos;Maiores de 18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
55,78-972-0-03204-1,A rede de Alice,"Quinn, K.",,"Pilkington, G.",Porto Editora,2019,Coragem; Guerra; Mulher,15-18 anos;Maiores de 18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
56,978-989-616-947-3,Os colegas não são para comer!,"Higgins, Ryan T.","Hiigins, Ryan T.","Rafael, Helena",Gradiva,2019,amizade; escola; integração,6-8 anos;3-5 anos;,Leitura inicial;Pré-leitura;,Literatura;,Livro-álbum,Português,2020
57,978-972-27-2789-1,A Lídia no país das armadilhas. A história maravilhosa da Imprensa Nacional,"Martins, Luís Almeida",Mantraste,,Pato Lógico,2019,Imprensa; História; Edição,9-11 anos;,Leitura fluente;Leitura mediana;,Cultura e Sociedade;Literatura;,Livro,Português,2020
58,978-989-6797-27-0,Eu e o Mundo. Uma história infográfica,"Trius, Mireia","Casals, Joana","Almeida, Rita",Edicare,2019,Mundo; Estatísticas; Informação,12-14 anos;9-11 anos;,Leitura mediana;Leitura inicial;,Cultura e Sociedade;Vida Prática;,Livro,Português,2020
59,978-989-54340-4-6,A cidade das crianças,"Tonucci, Francesco",,"Periquito, Margarida",Kalandraka,2019,Cidade; Infância; Educação,Maiores de 18 anos;,Leitura fluente;,Ensaio;Vida Prática;,Livro,Português,2020
60,978-989-660-4936,O medo o que é?,"Letria, J. J.","Marques, C. C.",,Texto Editores,2018,Medo; emoções,12-14 anos;9-11 anos;6-8 anos;,Leitura fluente;Leitura mediana;Leitura inicial;,Literatura;,Livro,Português,2020
61,978-972-618-976-3,Como investir no seu cérebro? - Um guia prático para melhorar a qualidade de vida e a saúde mental,"Ibánez, A. F., Goldberg, E.",,,Edições Sílabo,2018,cérebro; saúde mental; neurociência,Maiores de 18 anos;,Leitura fluente;,Ciência e Tecnologia;Cultura e Sociedade;Vida Prática;,Livro,Português,2020
62,978-989-668-685-7,O Jaime é uma sereia,"Love, Jessica","Love, Jessica","Ferreira, Susana Cardoso",Fábula,2020,Identidade; Género; Diversidade,9-11 anos;6-8 anos;3-5 anos;,Leitura inicial;Pré-leitura;,Literatura;,Livro-álbum,Português,2020
63,978-972-0-70660-7,Quando me sinto…,"Moroney, T.",,"Amaral, R.",Porto Editora,2019,emoções; sentimentos; inteligência emocional,0-2 anos;6-8 anos;3-5 anos;,Leitura inicial;Pré-leitura;,Literatura;,Livro,Português,2020
64,9789896169121,As Pálidas Colinas de Nagasáqui,"Ishiguro, K.",,"Figueira, M. C.",Gradiva,2019,Filha; Japão; Americanos,15-18 anos;Maiores de 18 anos;,Leitura fluente;Leitura mediana;,Literatura;,Livro,Português,2020
1,9789897840791,Contágio,"Quammen, D.",(.),"Abreu, F. ; Lando, I. M.; Motta, L. T.; Soares, P. M.",Objectiva,2020,Vírus; Laboratório; Doença,Maiores de 18 anos;15-18 anos;,Leitura fluente;,Ciência e Tecnologia;,Livro,Português,2020
2,9789896715342,Deixem Passar o Homem Invisível,"Martins,R. C.",(.),(.),Tinta da China,2020,Viagem; Amor; Cego,Maiores de 18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
3,9789722539272,O Poder dos Números,"Blawn, S.","Dieudonné, C.","Canhoto, S.",Bertrand Editora,2020,Números; Padronização; Correlação,Maiores de 18 anos;15-18 anos;,Leitura fluente;,Ciência e Tecnologia;Vida Prática;,Livro,Português,2020
4,9789897840807,O Futuro por Contar,"Krastev, I.",(.),"Marques, R. P.; Marques, M. S.",Objectiva,2020,Confiança; Mudança; Sociedade,Maiores de 18 anos;15-18 anos;,Leitura fluente;,Ensaio;,Livro,Português,2020
5,9789896657369,Olive Kitteridge,"Strout, E.",(.),"Ganho, T.",Alfaguara,2020,Vida; Mãe; Solidão,Maiores de 18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
6,9789896659745,"E, de Repente, a Alegria","Vilas, M.",(.),"Gato, V.",Alfaguara,2020,Filhos; Pais; Medo,Maiores de 18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
7,9789898866721,A Rapariga que Falava com os Ursos,"Anderson, S.","Honesta, K.","Guerra, R.",Editora Minotauro,2019,maravilhoso; identidade; aventura,9-11 anos;12-14 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
8,9789899999299,O Mata-Sete,"Franco, J. A.","Inácio, B.",n/trd.,Livros do Corvo,2019,Natureza; vida rural; sociedade,9-11 anos;15-18 anos;12-14 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
9,9789898866547,Jovem Pollyanna,"Porter, E. H.",n/ilust.,"Fraga, I.",Minotauro,2019,amizade; solidariedade; sociedade,Maiores de 18 anos;15-18 anos;12-14 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
10,9789720730213,As Aventuras de Huckleberry Finn,"Twain, M.","Santiago, W.","Vasconcelos, F.",Porto Editora,2019,aventura; amizade; liberdade,Maiores de 18 anos;15-18 anos;12-14 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
11,9789895437627,A Estrela do Lapedo,"Rajão, A. L.",Bolota,n/trd.,Trinta por uma linha,2019,família; natureza; género,9-11 anos;12-14 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
12,9789892346946,Academia de Exploradores N.º 3 - A Dupla Hélice,"Trueit, T.","Plumbe, S.","Caxeirinho, P.",ASA,2019,aventura; ficção científica; solidariedade,Maiores de 18 anos;15-18 anos;12-14 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
13,9789897225840,Sementes Mágicas,"Naipaul , V. S.",(.),"Lourenço, M. J.",Quetzal Editores,2020,Guerrilha; Liberdade; Prisão,Maiores de 18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
14,9789897830488,"O Tempo, Esse Grande Escultor","Yourcenar, M.",(.),"Silva, M. H. Vaz da",Relógio D'Água,2020,Escultura; Romance; Cultura,Maiores de 18 anos;,Leitura fluente;,Ensaio;,Livro,Português,2020
15,978-989-54640-3-6,Mustafa,"Gay, Marie-Louise","Gay, Marie-Louise","Nunes, Elisabete",Edita_X,2019,aceitação; integração; migrações,9-11 anos;6-8 anos;,Leitura mediana;Leitura inicial;,Literatura;,Livro-álbum,Português,2020
16,978-989-54738-1-6,Eu vou ser,"Letria, José Jorge","Letria, André",-,Pato Lógico,2020,Sonhos; poesia; jogo,3-5 anos;9-11 anos;6-8 anos;,Leitura mediana;Leitura inicial;,Literatura;Poesia;,Livro-jogo,Português,2020
17,9789722538886,Elevação,King; S.,(.),"Lourenço, A.",Bertrand Editora,2020,Peso; Amizade; Vida,Maiores de 18 anos;15-18 anos;,Leitura fluente;Leitura mediana;,Literatura;,Livro,Português,2020
18,9789896657611,O Quarto de Giovanni,"Baldwin, J.",(.),"Romão, V.",Alfaguara,2020,"Desejo; Arrependimento, Paixão",Maiores de 18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
19,978-972-25-3768-1,"Toca, Criança para bebés - Ão! Ão!",-,"Studio, Lemon Ribbon",-,Bertrand Editora,2019,sentidos: tato; jogo,0-2 anos;,Pré-leitura;,Vida Prática;,Livro-jogo,Português,2020
20,978-972-25-3770-4,"Toca, Criança para bebés - Cucu!",-,"Studio, Lemon Ribbon",-,Bertrand Editora,2019,animais; sentido; tato,3-5 anos;0-2 anos;,Pré-leitura;,Literatura;Vida Prática;,Livro-jogo,Português,2020
21,978-972-25-3769-8,"Toca, Criança para bebés - Bip! Bip!",-,"Studio, Lemon Ribbons",-,Bertrand Editora,2019,jogo; transportes; tato,3-5 anos;0-2 anos;,Pré-leitura;,Vida Prática;,Livro-jogo,Português,2020
22,978-972-03240-9,Paisagem com mulher e mar ao fundo,"Gersão, Teolinda",,,Porto Editora,2019,Literatura Portuguesa Contemporânea,Maiores de 18 anos;15-18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
23,978-989-676-257-5,O Prisioneiro de Zenda,"Hope, A.","Gibson, C.","Lima, M. L.",Sextante Editora,2019,aventura;,12-14 anos;Maiores de 18 anos;15-18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
24,9789896686468,Pequenos Livros sobre Grandes pessoas: Stephen Hawking,"Thomas, I.","Madriz, M.",Pronta a Editar Atelier,Fábula,2020,Ciência; Universo; Galáxias,12-14 anos;9-11 anos;6-8 anos;,Leitura mediana;Leitura inicial;,Ciência e Tecnologia;Biografia;,Livro,Português,2020
25,978-989-644-598-0,A Europa ao Espelho de Portugal. Ideia(s() de europa na Cultura Portuguesa,"Franco, José Eduardo",,,Temas e Debates,2020,Europa; Portugal; cultura,Maiores de 18 anos;,Leitura fluente;,Ensaio;Cultura e Sociedade;,Livro,Português,2020
26,978-989-644-608-6,Teresa. A Condessa-Rainha,"Amaral, Luís Carlos; Barroca, Mário Jorge",,,Temas e Debates,2020,"Portugal, Borgonha; História",Maiores de 18 anos;,Leitura fluente;,Biografia;Ensaio;Cultura e Sociedade;,Livro,Português,2020
27,978-989-644-609-3,Narrativas dos Livros de Linhagens,"Mattoso, José",,,Temas e Debates,2020,Narrativas; Portugal; Idade Média,Maiores de 18 anos;,Leitura fluente;,Cultura e Sociedade;Literatura;,Livro,Português,2020
28,978-989-644-589-8,Ascensão e Queda. Uma História do Mundo em Dez Impérios,"Strathern, Paul",,"Mendes, Ana Pinto",Temas e Debates,2020,Impérios; História; Poder,Maiores de 18 anos;15-18 anos;,Leitura fluente;Leitura mediana;,Ensaio;Cultura e Sociedade;,Livro,Português,2020
29,978-972-618-991-6,Memórias Autobiográficas,"Garibaldi, Giuseppe",,"Martelo, David",Edições Sílabo,2019,Revolução; História; Memórias,Maiores de 18 anos;,Leitura fluente;,Biografia;Cultura e Sociedade;Literatura;,Livro,Português,2020
30,9789898892966,"Manipular Darwin
Como a engenharia genética está a transformar o futuro da humanidade","Metzl, J.",n. a.,"Guerra, P.",Desassossego,2020,Genética; Humanidade; Clonagem.,Maiores de 18 anos;15-18 anos;,Leitura fluente;,Ciência e Tecnologia;,Livro,Português,2020
31,978-972-24-1969-7,A migração das alforrecas,"Coelho, Rui Cerqueira","Gomes, Catarina",-,Livros Horizonte,2020,Família; Amizade; Infância,9-11 anos;,Leitura mediana;,Literatura;,Livro,Português,2020
32,978-972-24-1971-0,O pequeno livro da vida,"Almeida, Maria Inês","Condeço, Sérgio",-,Livros Horizonte,2020,diversidade; desigualdade; diferença,9-11 anos;6-8 anos;,Leitura inicial;,Literatura;,Livro-álbum,Português,2020
33,978-989-54728-2-6,Álvaro Saltarico,"Ruá, Aurora",Guridi,"Viegas, Maria João",The Poets and Dragons Society,2020,Diferença; Humor,6-8 anos;,Leitura inicial;,Literatura;,Livro-álbum,Português,2020
34,978-972-24-1966-6,Lobo Bom ou Lobo Mau?,"Cunha, Clara","Cóias, Natalina",-,Livros Horizonte,2020,Tradição oral; Paródia; Humor,9-11 anos;6-8 anos;,Leitura inicial;,Biografia;,Livro,Português,2020
35,9789897732232,Segunda Fundação,"Asimov, I.",n. d.,"Colaço, J.",Saída de Emergência,2020,Conspiradores; Anciãos; Mente,Maiores de 18 anos;15-18 anos;,Leitura fluente;,Ciência e Tecnologia;Literatura;,Livro,Português,2020
36,978-972-24-1963-5,O macaco do rabo cortado,"Batalim, Dora","Viana, Gonçalo",,Livros Horizonte,2020,tradição; humor; conto acumulativo,6-8 anos;,Leitura inicial;,Literatura;,Livro,Português,2020
37,9789895641321,Atlas do Mundo: Uma viagem pelas diferentes culturas do nosso mundo!,"Hédelin, P.","Aguilera, P.","Seromenho, A.",Lilliput,2020,Atlas; Bandeiras; Trajes,9-11 anos;6-8 anos;12-14 anos;,Leitura fluente;Leitura mediana;Leitura inicial;,Cultura e Sociedade;Ciência e Tecnologia;Vida Prática;,Livro,Português,2020
38,9789896715106,I’m Your Man,"Simmons, S.",(.),"Faria, P.",Tinta da China,2019,Canção; Palavra; Mulheres,Maiores de 18 anos;,Leitura fluente;,Biografia;,Livro,Português,2020
39,9789896688622,"Biblioteca do Conhecimento
   CORPO HUMANO","Peraboni, C.","De Amicis, J.","Serrão, S.",Lilliput,2020,Células; Cérebro; Genética,9-11 anos;6-8 anos;12-14 anos;,Leitura fluente;Leitura mediana;Leitura inicial;,Cultura e Sociedade;Ciência e Tecnologia;Vida Prática;,Livro,Português,2020
40,9789897830037,E tudo o vento levou,"Mitchell, M.",(.),"Pedreira, F.",Relógio D'Água,2020,Tara; guerra; Casamento,Maiores de 18 anos;15-18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
41,9789896688615,"Enciclopédia do Conhecimento
ESPAÇO",n. d.,"De Amicis, G.","Nazaré, M.",Lilliput,2020,Universo; Galáxia; Asteróides,9-11 anos;6-8 anos;12-14 anos;,Leitura fluente;Leitura mediana;Leitura inicial;,Ciência e Tecnologia;,Livro,Português,2020
42,9789897830563,"E tudo o vento levou, volume II","Mitchell, M.",(.),"Pedreira, F.",Relógio D'Água,2020,Guerra; Plantação; Casamento,Maiores de 18 anos;15-18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
43,9789899994621,Mundo novo,"Osório, A. C.",(.),(.),Sibila Publicações,2018,Casamento; Sonho; Viagem,Maiores de 18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
44,9789899994690,Ambições,"Osório, A. C.",(.),(.),Sibila Publicações,2019,Mulher; casamento; Educação,Maiores de 18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
45,9789896688646,Dinossauros,"Banfi, C.","De Amicis, G.","Nazaré, M.",Lilliput,2020,Dinossauro; Extinção: Répteis,9-11 anos;6-8 anos;12-14 anos;,Leitura fluente;Leitura mediana;Leitura inicial;,Ciência e Tecnologia;,Livro,Português,2020
46,9789896688639,Oceano,"Weiss, S.","De Amicis, G.","Serrão, S.",Lilliput,2020,Oceano; Camuflagem; Sapal.,9-11 anos;6-8 anos;12-14 anos;,Leitura fluente;Leitura mediana;Leitura inicial;,Ciência e Tecnologia;Vida Prática;,Livro,Português,2020
47,978-989-783-013-6,Noites Brancas,Fiódor Dostoievski,N.a,António Pescada,Relógio D'Água,2020,existencialismo; vida; solidão;,Maiores de 18 anos;15-18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
48,9789896685737,O Livro das Plantas Carnívoras para Exploradores Corajosos,"Fin, E.","Trionfetti, R.","Carreira, R.",Booksmile,2020,Carnívoro; Sucção; Nutrientes,9-11 anos;6-8 anos;12-14 anos;,Leitura fluente;Leitura mediana;Leitura inicial;,Ciência e Tecnologia;,Livro,Português,2020
49,978-972-23-5971-9,Cevdet Bei  e os seus  filhos,Orhan Pamuk,N.a,Álvaro Manuel Machado,Editorial Presença,2017,Turquia; família; império Otomano;,Maiores de 18 anos;15-18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
50,978-989-623-289-4,"Rapariga, Mulher, Outra",Bernardine Evaristo,n.a,Miguel Romeira,Elsinore,2020,femininismo; preconceito; discriminação racial;,Maiores de 18 anos;,Leitura fluente;,Literatura;,Livro,Português,2020
